playerId,link,canon_name
8471360,https://www.eliteprospects.com/player/10876/steven-regier,
8468432,https://www.eliteprospects.com/player/8725/steven-reinprecht,
8467851,https://www.eliteprospects.com/player/5974/steve-kariya,
8473911,https://www.eliteprospects.com/player/15479/steve-pinizzotto,
8476466,https://www.eliteprospects.com/player/33591/sven-bartschi,
8476927,https://www.eliteprospects.com/player/108347/teodors-blugers,
8478438,https://www.eliteprospects.com/player/248374/tommy-novak,
8479364,https://www.eliteprospects.com/player/272570/tim-gettinger,
8470828,https://www.eliteprospects.com/player/594/tobias-enstrom,
8467418,https://www.eliteprospects.com/player/746/tommy-westlund,
8481617,https://www.eliteprospects.com/player/512832/vasili-podkolzin,
8479755,https://www.eliteprospects.com/player/47508/viktor-antipin,
8460551,https://www.eliteprospects.com/player/16742/vitali-yachmenyov,
8479411,https://www.eliteprospects.com/player/295715/vitali-abramov,
8467352,https://www.eliteprospects.com/player/8522/vitali-vishnevski,
8478250,https://www.eliteprospects.com/player/211956/vladimir-tkachyov,
8478840,https://www.eliteprospects.com/player/248330/will-borgen,
8479367,https://www.eliteprospects.com/player/272186/will-lockwood,
8479944,https://www.eliteprospects.com/player/98068/zach-aston-reese,
8477457,https://www.eliteprospects.com/player/126396/zach-fucale,
8481708,https://www.eliteprospects.com/player/364649/zac-jones,
8458540,https://www.eliteprospects.com/player/12627/zigmund-palffy,
8459492,https://www.eliteprospects.com/player/8641/vaclav-prospal,
8474594,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,
8468536,https://www.eliteprospects.com/player/9602/alexander-suglobov,
8464783,https://www.eliteprospects.com/player/18449/alexander-v.-boikov,
8477092,https://www.eliteprospects.com/player/58545/andrei-makarov,
8471848,https://www.eliteprospects.com/player/9257/andrei-zubarev,
8465178,https://www.eliteprospects.com/player/12448/andrej-podkonicky,
8483808,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,
8481552,https://www.eliteprospects.com/player/398450/artemi-knyazev,
8458348,https://www.eliteprospects.com/player/568/ed-ward,
8459993,https://www.eliteprospects.com/player/53069/bill-bowler,
8476763,https://www.eliteprospects.com/player/18754/cal-heeter,
8483641,https://www.eliteprospects.com/player/92085/anton-levtchi,
8481515,https://www.eliteprospects.com/player/265753/danil-yurtaikin,
8483460,https://www.eliteprospects.com/player/559522/david-jiricek,
8481161,https://www.eliteprospects.com/player/297920/jake-christiansen,
8477972,https://www.eliteprospects.com/player/168704/josh-jacobs,
8483515,https://www.eliteprospects.com/player/527423/juraj-slafkovsky,
8477082,https://www.eliteprospects.com/player/28547/dmitri-korobov,
8480192,https://www.eliteprospects.com/player/239820/johnny-kovacevic,
8473616,https://www.eliteprospects.com/player/14861/jon-rheault,
8475219,https://www.eliteprospects.com/player/32805/kris-foucault,
8481544,https://www.eliteprospects.com/player/265409/mads-sogaard,
8475950,https://www.eliteprospects.com/player/9275/marcel-muller,
8478559,https://www.eliteprospects.com/player/61293/matt-o-connor,
8480201,https://www.eliteprospects.com/player/313615/maxim-sushko,
8474607,https://www.eliteprospects.com/player/17514/maxime-sauve,
8458801,https://www.eliteprospects.com/player/28881/mike-gaul,
8460007,https://www.eliteprospects.com/player/68993/mike-rucinski,
8471526,https://www.eliteprospects.com/player/10592/mike-wall,
8467137,https://www.eliteprospects.com/player/13413/peter-vandermeer,
8477544,https://www.eliteprospects.com/player/68740/philippe-maillet,
