season,player,link,team,league
2007-2008,Brian Campbell,https://www.eliteprospects.com/player/8565/brian-campbell,All Star Game,nhl-asg
2007-2008,Zdeno Chára,https://www.eliteprospects.com/player/4530/zdeno-chara,All Star Game,nhl-asg
2007-2008,Sergei Gonchar,https://www.eliteprospects.com/player/8678/sergei-gonchar,All Star Game,nhl-asg
2007-2008,Ed Jovanovski,https://www.eliteprospects.com/player/9035/ed-jovanovski,All Star Game,nhl-asg
2007-2008,Tomas Kaberle,https://www.eliteprospects.com/player/8542/tomas-kaberle,All Star Game,nhl-asg
2007-2008,Duncan Keith,https://www.eliteprospects.com/player/9012/duncan-keith,All Star Game,nhl-asg
2007-2008,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2007-2008,Andrei Markov,https://www.eliteprospects.com/player/8579/andrei-markov,All Star Game,nhl-asg
2007-2008,Scott Niedermayer,https://www.eliteprospects.com/player/8521/scott-niedermayer,All Star Game,nhl-asg
2007-2008,Dion Phaneuf,https://www.eliteprospects.com/player/8564/dion-phaneuf,All Star Game,nhl-asg
2007-2008,Chris Pronger,https://www.eliteprospects.com/player/8538/chris-pronger,All Star Game,nhl-asg
2007-2008,Jason Arnott,https://www.eliteprospects.com/player/9068/jason-arnott,All Star Game,nhl-asg
2007-2008,Sidney Crosby,https://www.eliteprospects.com/player/6146/sidney-crosby,All Star Game,nhl-asg
2007-2008,Pavel Datsyuk,https://www.eliteprospects.com/player/8615/pavel-datsyuk,All Star Game,nhl-asg
2007-2008,Ryan Getzlaf,https://www.eliteprospects.com/player/8526/ryan-getzlaf,All Star Game,nhl-asg
2007-2008,Scott Gomez,https://www.eliteprospects.com/player/9050/scott-gomez,All Star Game,nhl-asg
2007-2008,Shawn Horcoff,https://www.eliteprospects.com/player/4375/shawn-horcoff,All Star Game,nhl-asg
2007-2008,Anze Kopitar,https://www.eliteprospects.com/player/4233/anze-kopitar,All Star Game,nhl-asg
2007-2008,Vincent Lecavalier,https://www.eliteprospects.com/player/3667/vincent-lecavalier,All Star Game,nhl-asg
2007-2008,Yevgeni Malkin,https://www.eliteprospects.com/player/4231/yevgeni-malkin,All Star Game,nhl-asg
2007-2008,Mike Ribeiro,https://www.eliteprospects.com/player/8715/mike-ribeiro,All Star Game,nhl-asg
2007-2008,Mike Richards,https://www.eliteprospects.com/player/8816/mike-richards,All Star Game,nhl-asg
2007-2008,Marc Savard,https://www.eliteprospects.com/player/8574/marc-savard,All Star Game,nhl-asg
2007-2008,Henrik Sedin,https://www.eliteprospects.com/player/738/henrik-sedin,All Star Game,nhl-asg
2007-2008,Jason Spezza,https://www.eliteprospects.com/player/3661/jason-spezza,All Star Game,nhl-asg
2007-2008,Eric Staal,https://www.eliteprospects.com/player/3656/eric-staal,All Star Game,nhl-asg
2007-2008,Joe Thornton,https://www.eliteprospects.com/player/3670/joe-thornton,All Star Game,nhl-asg
2007-2008,Ilya Kovalchuk,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,All Star Game,nhl-asg
2007-2008,Alexander Ovechkin,https://www.eliteprospects.com/player/4230/alexander-ovechkin,All Star Game,nhl-asg
2007-2008,Rick Nash,https://www.eliteprospects.com/player/3658/rick-nash,All Star Game,nhl-asg
2007-2008,Daniel Alfredsson,https://www.eliteprospects.com/player/702/daniel-alfredsson,All Star Game,nhl-asg
2007-2008,Marián Gáborík,https://www.eliteprospects.com/player/3665/marian-gaborik,All Star Game,nhl-asg
2007-2008,Marián Hossa,https://www.eliteprospects.com/player/4720/marian-hossa,All Star Game,nhl-asg
2007-2008,Jarome Iginla,https://www.eliteprospects.com/player/9036/jarome-iginla,All Star Game,nhl-asg
2007-2008,Martin St-Louis,https://www.eliteprospects.com/player/8772/martin-st-louis,All Star Game,nhl-asg
2007-2008,Corey Perry,https://www.eliteprospects.com/player/8541/corey-perry,All Star Game,nhl-asg
2006-2007,Martin Brodeur,https://www.eliteprospects.com/player/9096/martin-brodeur,All Star Game,nhl-asg
2006-2007,Cristobal Huet,https://www.eliteprospects.com/player/8702/cristobal-huet,All Star Game,nhl-asg
2006-2007,Miikka Kiprusoff,https://www.eliteprospects.com/player/1606/miikka-kiprusoff,All Star Game,nhl-asg
2006-2007,Roberto Luongo,https://www.eliteprospects.com/player/8546/roberto-luongo,All Star Game,nhl-asg
2006-2007,Ryan Miller,https://www.eliteprospects.com/player/8802/ryan-miller,All Star Game,nhl-asg
2006-2007,Marty Turco,https://www.eliteprospects.com/player/5368/marty-turco,All Star Game,nhl-asg
2006-2007,Philippe Boucher,https://www.eliteprospects.com/player/9087/philippe-boucher,All Star Game,nhl-asg
2006-2007,Jay Bouwmeester,https://www.eliteprospects.com/player/3659/jay-bouwmeester,All Star Game,nhl-asg
2006-2007,Brian Campbell,https://www.eliteprospects.com/player/8565/brian-campbell,All Star Game,nhl-asg
2006-2007,Zdeno Chára,https://www.eliteprospects.com/player/4530/zdeno-chara,All Star Game,nhl-asg
2006-2007,Ed Jovanovski,https://www.eliteprospects.com/player/9035/ed-jovanovski,All Star Game,nhl-asg
2006-2007,Tomas Kaberle,https://www.eliteprospects.com/player/8542/tomas-kaberle,All Star Game,nhl-asg
2006-2007,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2006-2007,Dion Phaneuf,https://www.eliteprospects.com/player/8564/dion-phaneuf,All Star Game,nhl-asg
2006-2007,Brian Rafalski,https://www.eliteprospects.com/player/1635/brian-rafalski,All Star Game,nhl-asg
2006-2007,Sheldon Souray,https://www.eliteprospects.com/player/4505/sheldon-souray,All Star Game,nhl-asg
2006-2007,Kimmo Timonen,https://www.eliteprospects.com/player/2664/kimmo-timonen,All Star Game,nhl-asg
2006-2007,Lubomir Visnovsky,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,All Star Game,nhl-asg
2006-2007,Daniel Brière,https://www.eliteprospects.com/player/8770/daniel-briere,All Star Game,nhl-asg
2006-2007,Sidney Crosby,https://www.eliteprospects.com/player/6146/sidney-crosby,All Star Game,nhl-asg
2006-2007,Vincent Lecavalier,https://www.eliteprospects.com/player/3667/vincent-lecavalier,All Star Game,nhl-asg
2006-2007,Andy McDonald,https://www.eliteprospects.com/player/8527/andy-mcdonald,All Star Game,nhl-asg
2006-2007,Yanic Perreault,https://www.eliteprospects.com/player/8912/yanic-perreault,All Star Game,nhl-asg
2006-2007,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
2006-2007,Eric Staal,https://www.eliteprospects.com/player/3656/eric-staal,All Star Game,nhl-asg
2006-2007,Joe Thornton,https://www.eliteprospects.com/player/3670/joe-thornton,All Star Game,nhl-asg
2006-2007,Simon Gagné,https://www.eliteprospects.com/player/8828/simon-gagne,All Star Game,nhl-asg
2006-2007,Patrick Marleau,https://www.eliteprospects.com/player/3671/patrick-marleau,All Star Game,nhl-asg
2006-2007,Alexander Ovechkin,https://www.eliteprospects.com/player/4230/alexander-ovechkin,All Star Game,nhl-asg
2006-2007,Brian Rolston,https://www.eliteprospects.com/player/8927/brian-rolston,All Star Game,nhl-asg
2006-2007,Brendan Shanahan,https://www.eliteprospects.com/player/8693/brendan-shanahan,All Star Game,nhl-asg
2006-2007,Ryan Smyth,https://www.eliteprospects.com/player/8888/ryan-smyth,All Star Game,nhl-asg
2006-2007,Jason Blake,https://www.eliteprospects.com/player/8782/jason-blake,All Star Game,nhl-asg
2006-2007,Dany Heatley,https://www.eliteprospects.com/player/3664/dany-heatley,All Star Game,nhl-asg
2006-2007,Rick Nash,https://www.eliteprospects.com/player/3658/rick-nash,All Star Game,nhl-asg
2006-2007,Jonathan Cheechoo,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,All Star Game,nhl-asg
2006-2007,Bill Guerin,https://www.eliteprospects.com/player/9053/bill-guerin,All Star Game,nhl-asg
2006-2007,Marián Hossa,https://www.eliteprospects.com/player/4720/marian-hossa,All Star Game,nhl-asg
2006-2007,Teemu Selänne,https://www.eliteprospects.com/player/2683/teemu-selanne,All Star Game,nhl-asg
2006-2007,Martin St-Louis,https://www.eliteprospects.com/player/8772/martin-st-louis,All Star Game,nhl-asg
2006-2007,Justin Williams,https://www.eliteprospects.com/player/4506/justin-williams,All Star Game,nhl-asg
2006-2007,Martin Havlát,https://www.eliteprospects.com/player/8624/martin-havlat,All Star Game,nhl-asg
2003-2004,Martin Brodeur,https://www.eliteprospects.com/player/9096/martin-brodeur,All Star Game,nhl-asg
2003-2004,Roberto Luongo,https://www.eliteprospects.com/player/8546/roberto-luongo,All Star Game,nhl-asg
2003-2004,Dwayne Roloson,https://www.eliteprospects.com/player/8928/dwayne-roloson,All Star Game,nhl-asg
2003-2004,José Théodore,https://www.eliteprospects.com/player/5526/jose-theodore,All Star Game,nhl-asg
2003-2004,Marty Turco,https://www.eliteprospects.com/player/5368/marty-turco,All Star Game,nhl-asg
2003-2004,Tomas Vokoun,https://www.eliteprospects.com/player/8612/tomas-vokoun,All Star Game,nhl-asg
2003-2004,Adrian Aucoin,https://www.eliteprospects.com/player/5530/adrian-aucoin,All Star Game,nhl-asg
2003-2004,Rob Blake,https://www.eliteprospects.com/player/8580/rob-blake,All Star Game,nhl-asg
2003-2004,Nick Boynton,https://www.eliteprospects.com/player/8752/nick-boynton,All Star Game,nhl-asg
2003-2004,Filip Kuba,https://www.eliteprospects.com/player/8639/filip-kuba,All Star Game,nhl-asg
2003-2004,Pavel Kubina,https://www.eliteprospects.com/player/5519/pavel-kubina,All Star Game,nhl-asg
2003-2004,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2003-2004,Scott Niedermayer,https://www.eliteprospects.com/player/8521/scott-niedermayer,All Star Game,nhl-asg
2003-2004,Mattias Norström,https://www.eliteprospects.com/player/750/mattias-norstrom,All Star Game,nhl-asg
2003-2004,Chris Pronger,https://www.eliteprospects.com/player/8538/chris-pronger,All Star Game,nhl-asg
2003-2004,Brian Rafalski,https://www.eliteprospects.com/player/1635/brian-rafalski,All Star Game,nhl-asg
2003-2004,Sheldon Souray,https://www.eliteprospects.com/player/4505/sheldon-souray,All Star Game,nhl-asg
2003-2004,Kimmo Timonen,https://www.eliteprospects.com/player/2664/kimmo-timonen,All Star Game,nhl-asg
2003-2004,Pavel Datsyuk,https://www.eliteprospects.com/player/8615/pavel-datsyuk,All Star Game,nhl-asg
2003-2004,Robert Lang,https://www.eliteprospects.com/player/8617/robert-lang,All Star Game,nhl-asg
2003-2004,Mark Messier,https://www.eliteprospects.com/player/21309/mark-messier,All Star Game,nhl-asg
2003-2004,Mike Modano,https://www.eliteprospects.com/player/8965/mike-modano,All Star Game,nhl-asg
2003-2004,Keith Primeau,https://www.eliteprospects.com/player/8863/keith-primeau,All Star Game,nhl-asg
2003-2004,Jeremy Roenick,https://www.eliteprospects.com/player/8929/jeremy-roenick,All Star Game,nhl-asg
2003-2004,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
2003-2004,Mats Sundin,https://www.eliteprospects.com/player/467/mats-sundin,All Star Game,nhl-asg
2003-2004,Joe Thornton,https://www.eliteprospects.com/player/3670/joe-thornton,All Star Game,nhl-asg
2003-2004,Ilya Kovalchuk,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,All Star Game,nhl-asg
2003-2004,Patrick Marleau,https://www.eliteprospects.com/player/3671/patrick-marleau,All Star Game,nhl-asg
2003-2004,Markus Näslund,https://www.eliteprospects.com/player/697/markus-naslund,All Star Game,nhl-asg
2003-2004,Gary Roberts,https://www.eliteprospects.com/player/8936/gary-roberts,All Star Game,nhl-asg
2003-2004,Alex Tanguay,https://www.eliteprospects.com/player/8779/alex-tanguay,All Star Game,nhl-asg
2003-2004,Keith Tkachuk,https://www.eliteprospects.com/player/8856/keith-tkachuk,All Star Game,nhl-asg
2003-2004,Rick Nash,https://www.eliteprospects.com/player/3658/rick-nash,All Star Game,nhl-asg
2003-2004,Daniel Alfredsson,https://www.eliteprospects.com/player/702/daniel-alfredsson,All Star Game,nhl-asg
2003-2004,Shane Doan,https://www.eliteprospects.com/player/9137/shane-doan,All Star Game,nhl-asg
2003-2004,Bill Guerin,https://www.eliteprospects.com/player/9053/bill-guerin,All Star Game,nhl-asg
2003-2004,Jarome Iginla,https://www.eliteprospects.com/player/9036/jarome-iginla,All Star Game,nhl-asg
2003-2004,Jaromír Jágr,https://www.eliteprospects.com/player/8627/jaromir-jagr,All Star Game,nhl-asg
2003-2004,Glen Murray,https://www.eliteprospects.com/player/8576/glen-murray,All Star Game,nhl-asg
2003-2004,Martin St-Louis,https://www.eliteprospects.com/player/8772/martin-st-louis,All Star Game,nhl-asg
2003-2004,Todd Bertuzzi,https://www.eliteprospects.com/player/9081/todd-bertuzzi,All Star Game,nhl-asg
2002-2003,Nikolai Khabibulin,https://www.eliteprospects.com/player/8625/nikolai-khabibulin,All Star Game,nhl-asg
2002-2003,Patrick Lalime,https://www.eliteprospects.com/player/8984/patrick-lalime,All Star Game,nhl-asg
2002-2003,Patrick Roy,https://www.eliteprospects.com/player/21308/patrick-roy,All Star Game,nhl-asg
2002-2003,Marty Turco,https://www.eliteprospects.com/player/5368/marty-turco,All Star Game,nhl-asg
2002-2003,Ed Jovanovski,https://www.eliteprospects.com/player/9035/ed-jovanovski,All Star Game,nhl-asg
2002-2003,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2002-2003,Al MacInnis,https://www.eliteprospects.com/player/21307/al-macinnis,All Star Game,nhl-asg
2002-2003,Sandis Ozolins,https://www.eliteprospects.com/player/8690/sandis-ozolins,All Star Game,nhl-asg
2002-2003,Peter Forsberg,https://www.eliteprospects.com/player/710/peter-forsberg,All Star Game,nhl-asg
2002-2003,Olli Jokinen,https://www.eliteprospects.com/player/2679/olli-jokinen,All Star Game,nhl-asg
2002-2003,Vincent Lecavalier,https://www.eliteprospects.com/player/3667/vincent-lecavalier,All Star Game,nhl-asg
2002-2003,Mario Lemieux,https://www.eliteprospects.com/player/9679/mario-lemieux,All Star Game,nhl-asg
2002-2003,Ray Whitney,https://www.eliteprospects.com/player/8824/ray-whitney,All Star Game,nhl-asg
2002-2003,Marián Hossa,https://www.eliteprospects.com/player/4720/marian-hossa,All Star Game,nhl-asg
2002-2003,Jarome Iginla,https://www.eliteprospects.com/player/9036/jarome-iginla,All Star Game,nhl-asg
2002-2003,Alexei Kovalev,https://www.eliteprospects.com/player/8670/alexei-kovalev,All Star Game,nhl-asg
2002-2003,Glen Murray,https://www.eliteprospects.com/player/8576/glen-murray,All Star Game,nhl-asg
2002-2003,Miroslav Satan,https://www.eliteprospects.com/player/666/miroslav-satan,All Star Game,nhl-asg
2002-2003,Todd Bertuzzi,https://www.eliteprospects.com/player/9081/todd-bertuzzi,All Star Game,nhl-asg
2001-2002,Nikolai Khabibulin,https://www.eliteprospects.com/player/8625/nikolai-khabibulin,All Star Game,nhl-asg
2001-2002,Patrick Roy,https://www.eliteprospects.com/player/21308/patrick-roy,All Star Game,nhl-asg
2001-2002,Ed Jovanovski,https://www.eliteprospects.com/player/9035/ed-jovanovski,All Star Game,nhl-asg
2001-2002,Tomas Kaberle,https://www.eliteprospects.com/player/8542/tomas-kaberle,All Star Game,nhl-asg
2001-2002,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2001-2002,Sandis Ozolins,https://www.eliteprospects.com/player/8690/sandis-ozolins,All Star Game,nhl-asg
2001-2002,Chris Pronger,https://www.eliteprospects.com/player/8538/chris-pronger,All Star Game,nhl-asg
2001-2002,Wade Redden,https://www.eliteprospects.com/player/8931/wade-redden,All Star Game,nhl-asg
2001-2002,Vincent Damphousse,https://www.eliteprospects.com/player/21515/vincent-damphousse,All Star Game,nhl-asg
2001-2002,Pavol Demitra,https://www.eliteprospects.com/player/8596/pavol-demitra,All Star Game,nhl-asg
2001-2002,Mario Lemieux,https://www.eliteprospects.com/player/9679/mario-lemieux,All Star Game,nhl-asg
2001-2002,Jeremy Roenick,https://www.eliteprospects.com/player/8929/jeremy-roenick,All Star Game,nhl-asg
2001-2002,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
2001-2002,Alexei Zhamnov,https://www.eliteprospects.com/player/8572/alexei-zhamnov,All Star Game,nhl-asg
2001-2002,Alexei Yashin,https://www.eliteprospects.com/player/8695/alexei-yashin,All Star Game,nhl-asg
2001-2002,Mike York,https://www.eliteprospects.com/player/8730/mike-york,All Star Game,nhl-asg
2001-2002,Patrik Elias,https://www.eliteprospects.com/player/8698/patrik-elias,All Star Game,nhl-asg
2001-2002,Jarome Iginla,https://www.eliteprospects.com/player/9036/jarome-iginla,All Star Game,nhl-asg
2001-2002,Owen Nolan,https://www.eliteprospects.com/player/9674/owen-nolan,All Star Game,nhl-asg
2001-2002,Zigmund Pálffy,https://www.eliteprospects.com/player/12627/zigmund-palffy,All Star Game,nhl-asg
2000-2001,Roman Čechmánek,https://www.eliteprospects.com/player/8252/roman-cechmanek,All Star Game,nhl-asg
2000-2001,Yevgeni Nabokov,https://www.eliteprospects.com/player/8585/yevgeni-nabokov,All Star Game,nhl-asg
2000-2001,Patrick Roy,https://www.eliteprospects.com/player/21308/patrick-roy,All Star Game,nhl-asg
2000-2001,Ed Jovanovski,https://www.eliteprospects.com/player/9035/ed-jovanovski,All Star Game,nhl-asg
2000-2001,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
2000-2001,Scott Niedermayer,https://www.eliteprospects.com/player/8521/scott-niedermayer,All Star Game,nhl-asg
2000-2001,Janne Niinimaa,https://www.eliteprospects.com/player/2658/janne-niinimaa,All Star Game,nhl-asg
2000-2001,Teppo Numminen,https://www.eliteprospects.com/player/2684/teppo-numminen,All Star Game,nhl-asg
2000-2001,Sandis Ozolins,https://www.eliteprospects.com/player/8690/sandis-ozolins,All Star Game,nhl-asg
2000-2001,Radek Bonk,https://www.eliteprospects.com/player/8671/radek-bonk,All Star Game,nhl-asg
2000-2001,Peter Forsberg,https://www.eliteprospects.com/player/710/peter-forsberg,All Star Game,nhl-asg
2000-2001,Mario Lemieux,https://www.eliteprospects.com/player/9679/mario-lemieux,All Star Game,nhl-asg
2000-2001,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
2000-2001,Simon Gagné,https://www.eliteprospects.com/player/8828/simon-gagne,All Star Game,nhl-asg
2000-2001,Luc Robitaille,https://www.eliteprospects.com/player/21334/luc-robitaille,All Star Game,nhl-asg
2000-2001,Donald Audette,https://www.eliteprospects.com/player/52329/donald-audette,All Star Game,nhl-asg
2000-2001,Pavel Bure,https://www.eliteprospects.com/player/16140/pavel-bure,All Star Game,nhl-asg
2000-2001,Theo Fleury,https://www.eliteprospects.com/player/21306/theo-fleury,All Star Game,nhl-asg
2000-2001,Milan Hejduk,https://www.eliteprospects.com/player/8603/milan-hejduk,All Star Game,nhl-asg
2000-2001,Marián Hossa,https://www.eliteprospects.com/player/4720/marian-hossa,All Star Game,nhl-asg
2000-2001,Brett Hull,https://www.eliteprospects.com/player/21341/brett-hull,All Star Game,nhl-asg
2000-2001,Alexei Kovalev,https://www.eliteprospects.com/player/8670/alexei-kovalev,All Star Game,nhl-asg
2000-2001,Alexander Mogilny,https://www.eliteprospects.com/player/21327/alexander-mogilny,All Star Game,nhl-asg
2000-2001,Zigmund Pálffy,https://www.eliteprospects.com/player/12627/zigmund-palffy,All Star Game,nhl-asg
1999-2000,Olaf Kölzig,https://www.eliteprospects.com/player/8629/olaf-kolzig,All Star Game,nhl-asg
1999-2000,Mike Richter,https://www.eliteprospects.com/player/21383/mike-richter,All Star Game,nhl-asg
1999-2000,Tommy Salo,https://www.eliteprospects.com/player/699/tommy-salo,All Star Game,nhl-asg
1999-2000,Petr Buzek,https://www.eliteprospects.com/player/29026/petr-buzek,All Star Game,nhl-asg
1999-2000,Éric Desjardins,https://www.eliteprospects.com/player/9133/eric-desjardins,All Star Game,nhl-asg
1999-2000,Phil Housley,https://www.eliteprospects.com/player/21377/phil-housley,All Star Game,nhl-asg
1999-2000,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
1999-2000,Al MacInnis,https://www.eliteprospects.com/player/21307/al-macinnis,All Star Game,nhl-asg
1999-2000,Teppo Numminen,https://www.eliteprospects.com/player/2684/teppo-numminen,All Star Game,nhl-asg
1999-2000,Sandis Ozolins,https://www.eliteprospects.com/player/8690/sandis-ozolins,All Star Game,nhl-asg
1999-2000,Chris Pronger,https://www.eliteprospects.com/player/8538/chris-pronger,All Star Game,nhl-asg
1999-2000,Dmitry Yushkevich,https://www.eliteprospects.com/player/18636/dmitry-yushkevich,All Star Game,nhl-asg
1999-2000,Mattias Öhlund,https://www.eliteprospects.com/player/749/mattias-ohlund,All Star Game,nhl-asg
1999-2000,Radek Bonk,https://www.eliteprospects.com/player/8671/radek-bonk,All Star Game,nhl-asg
1999-2000,Pavol Demitra,https://www.eliteprospects.com/player/8596/pavol-demitra,All Star Game,nhl-asg
1999-2000,Scott Gomez,https://www.eliteprospects.com/player/9050/scott-gomez,All Star Game,nhl-asg
1999-2000,Jeremy Roenick,https://www.eliteprospects.com/player/8929/jeremy-roenick,All Star Game,nhl-asg
1999-2000,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
1999-2000,Steve Yzerman,https://www.eliteprospects.com/player/18904/steve-yzerman,All Star Game,nhl-asg
1999-2000,Patrik Elias,https://www.eliteprospects.com/player/8698/patrik-elias,All Star Game,nhl-asg
1999-2000,Sami Kapanen,https://www.eliteprospects.com/player/2657/sami-kapanen,All Star Game,nhl-asg
1999-2000,Ray Whitney,https://www.eliteprospects.com/player/8824/ray-whitney,All Star Game,nhl-asg
1999-2000,Pavel Bure,https://www.eliteprospects.com/player/16140/pavel-bure,All Star Game,nhl-asg
1999-2000,Mariusz Czerkawski,https://www.eliteprospects.com/player/1467/mariusz-czerkawski,All Star Game,nhl-asg
1999-2000,Milan Hejduk,https://www.eliteprospects.com/player/8603/milan-hejduk,All Star Game,nhl-asg
1999-2000,Owen Nolan,https://www.eliteprospects.com/player/9674/owen-nolan,All Star Game,nhl-asg
1999-2000,Miroslav Satan,https://www.eliteprospects.com/player/666/miroslav-satan,All Star Game,nhl-asg
1998-1999,Ed Belfour,https://www.eliteprospects.com/player/9077/ed-belfour,All Star Game,nhl-asg
1998-1999,Arturs Irbe,https://www.eliteprospects.com/player/23541/arturs-irbe,All Star Game,nhl-asg
1998-1999,Nikolai Khabibulin,https://www.eliteprospects.com/player/8625/nikolai-khabibulin,All Star Game,nhl-asg
1998-1999,Ron Tugnutt,https://www.eliteprospects.com/player/67297/ron-tugnutt,All Star Game,nhl-asg
1998-1999,Uwe Krupp,https://www.eliteprospects.com/player/21349/uwe-krupp,All Star Game,nhl-asg
1998-1999,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
1998-1999,Al MacInnis,https://www.eliteprospects.com/player/21307/al-macinnis,All Star Game,nhl-asg
1998-1999,Teppo Numminen,https://www.eliteprospects.com/player/2684/teppo-numminen,All Star Game,nhl-asg
1998-1999,Chris Pronger,https://www.eliteprospects.com/player/8538/chris-pronger,All Star Game,nhl-asg
1998-1999,Pavol Demitra,https://www.eliteprospects.com/player/8596/pavol-demitra,All Star Game,nhl-asg
1998-1999,Peter Forsberg,https://www.eliteprospects.com/player/710/peter-forsberg,All Star Game,nhl-asg
1998-1999,Bobby Holík,https://www.eliteprospects.com/player/8545/bobby-holik,All Star Game,nhl-asg
1998-1999,Jeremy Roenick,https://www.eliteprospects.com/player/8929/jeremy-roenick,All Star Game,nhl-asg
1998-1999,Steve Yzerman,https://www.eliteprospects.com/player/18904/steve-yzerman,All Star Game,nhl-asg
1998-1999,Alexei Yashin,https://www.eliteprospects.com/player/8695/alexei-yashin,All Star Game,nhl-asg
1998-1999,Wendel Clark,https://www.eliteprospects.com/player/21496/wendel-clark,All Star Game,nhl-asg
1998-1999,Luc Robitaille,https://www.eliteprospects.com/player/21334/luc-robitaille,All Star Game,nhl-asg
1998-1999,Keith Tkachuk,https://www.eliteprospects.com/player/8856/keith-tkachuk,All Star Game,nhl-asg
1998-1999,Peter Bondra,https://www.eliteprospects.com/player/8553/peter-bondra,All Star Game,nhl-asg
1998-1999,Theo Fleury,https://www.eliteprospects.com/player/21306/theo-fleury,All Star Game,nhl-asg
1998-1999,Dmitri Khristich,https://www.eliteprospects.com/player/21561/dmitri-khristich,All Star Game,nhl-asg
1997-1998,Ed Belfour,https://www.eliteprospects.com/player/9077/ed-belfour,All Star Game,nhl-asg
1997-1998,Nikolai Khabibulin,https://www.eliteprospects.com/player/8625/nikolai-khabibulin,All Star Game,nhl-asg
1997-1998,Patrick Roy,https://www.eliteprospects.com/player/21308/patrick-roy,All Star Game,nhl-asg
1997-1998,Vyacheslav Fetisov,https://www.eliteprospects.com/player/21368/vyacheslav-fetisov,All Star Game,nhl-asg
1997-1998,Igor Kravchuk,https://www.eliteprospects.com/player/27220/igor-kravchuk,All Star Game,nhl-asg
1997-1998,Nicklas Lidström,https://www.eliteprospects.com/player/722/nicklas-lidstrom,All Star Game,nhl-asg
1997-1998,Al MacInnis,https://www.eliteprospects.com/player/21307/al-macinnis,All Star Game,nhl-asg
1997-1998,Dmitri Mironov,https://www.eliteprospects.com/player/27195/dmitri-mironov,All Star Game,nhl-asg
1997-1998,Scott Niedermayer,https://www.eliteprospects.com/player/8521/scott-niedermayer,All Star Game,nhl-asg
1997-1998,Sandis Ozolins,https://www.eliteprospects.com/player/8690/sandis-ozolins,All Star Game,nhl-asg
1997-1998,Peter Forsberg,https://www.eliteprospects.com/player/710/peter-forsberg,All Star Game,nhl-asg
1997-1998,Bobby Holík,https://www.eliteprospects.com/player/8545/bobby-holik,All Star Game,nhl-asg
1997-1998,Saku Koivu,https://www.eliteprospects.com/player/2669/saku-koivu,All Star Game,nhl-asg
1997-1998,Joe Sakic,https://www.eliteprospects.com/player/8862/joe-sakic,All Star Game,nhl-asg
1997-1998,Shayne Corson,https://www.eliteprospects.com/player/21878/shayne-corson,All Star Game,nhl-asg
1997-1998,Valeri Kamensky,https://www.eliteprospects.com/player/21350/valeri-kamensky,All Star Game,nhl-asg
1997-1998,Keith Tkachuk,https://www.eliteprospects.com/player/8856/keith-tkachuk,All Star Game,nhl-asg
1997-1998,Daniel Alfredsson,https://www.eliteprospects.com/player/702/daniel-alfredsson,All Star Game,nhl-asg
1997-1998,Peter Bondra,https://www.eliteprospects.com/player/8553/peter-bondra,All Star Game,nhl-asg
1997-1998,Pavel Bure,https://www.eliteprospects.com/player/16140/pavel-bure,All Star Game,nhl-asg
1997-1998,Theo Fleury,https://www.eliteprospects.com/player/21306/theo-fleury,All Star Game,nhl-asg
1997-1998,Zigmund Pálffy,https://www.eliteprospects.com/player/12627/zigmund-palffy,All Star Game,nhl-asg
1996-1997,Guy Hebert,https://www.eliteprospects.com/player/41316/guy-hebert,All Star Game,nhl-asg
1996-1997,Andy Moog,https://www.eliteprospects.com/player/22055/andy-moog,All Star Game,nhl-asg
1996-1997,Patrick Roy,https://www.eliteprospects.com/player/21308/patrick-roy,All Star Game,nhl-asg
1996-1997,John Vanbiesbrouck,https://www.eliteprospects.com/player/21481/john-vanbiesbrouck,All Star Game,nhl-asg
1996-1997,Vyacheslav Fetisov,https://www.eliteprospects.com/player/21368/vyacheslav-fetisov,All Star Game,nhl-asg
