,ep_team_name,nhl_team_name,roster_team_x,roster_team_y,date,from_team,to_team,link,player,playerId,playerName
0,SK Lejon,,,,2013-05-16,Bodens HF,SK Lejon,https://www.eliteprospects.com/player/17831/linus-karlsson,Linus Karlsson,8481024,Linus Karlsson
1,Waterloo Wolves U16 AAA,,,,,,,,,,
2,Genève-Servette HC,,,,2024-05-30,HC Lugano,Genève-Servette HC,https://www.eliteprospects.com/player/19426/markus-granlund,Markus Granlund,8476440,Markus Granlund
3,Genève-Servette HC,,,,2023-10-11,Columbus Blue Jackets,Genève-Servette HC,https://www.eliteprospects.com/player/296565/tim-berni,Tim Berni,8481072,Tim Berni
4,Genève-Servette HC,,,,2023-09-21,Ilves,Genève-Servette HC,https://www.eliteprospects.com/player/60736/henrik-haapala,Henrik Haapala,8480164,Henrik Haapala
5,Genève-Servette HC,,,,2023-01-02,Neftekhimik Nizhnekamsk,Genève-Servette HC,https://www.eliteprospects.com/player/11949/yohann-auvitu,Yohann Auvitu,8479483,Yohann Auvitu
6,Genève-Servette HC,,,,2022-08-10,Salavat Yulaev Ufa,Genève-Servette HC,https://www.eliteprospects.com/player/11365/teemu-hartikainen,Teemu Hartikainen,8474719,Teemu Hartikainen
7,Genève-Servette HC,,,,2022-05-26,Luleå HF,Genève-Servette HC,https://www.eliteprospects.com/player/4008/linus-omark,Linus Omark,8474059,Linus Omark
8,Genève-Servette HC,,,,2021-09-27,Dallas Stars,Genève-Servette HC,https://www.eliteprospects.com/player/16044/sami-vatanen,Sami Vatanen,8475222,Sami Vatanen
9,Genève-Servette HC,,,,2021-09-09,Lausanne HC,Genève-Servette HC,https://www.eliteprospects.com/player/76087/josh-jooris,Josh Jooris,8477591,Josh Jooris
10,Genève-Servette HC,,,,2021-08-24,Detroit Red Wings,Genève-Servette HC,https://www.eliteprospects.com/player/3197/valtteri-filppula,Valtteri Filppula,8470047,Valtteri Filppula
11,Genève-Servette HC,,,,2021-05-13,EHC Biel-Bienne,Genève-Servette HC,https://www.eliteprospects.com/player/8919/marc-antoine-pouliot,Marc-Antoine Pouliot,8470615,Marc-Antoine Pouliot
12,Genève-Servette HC,,,,2020-09-14,Lausanne HC,Genève-Servette HC,https://www.eliteprospects.com/player/34828/joel-vermin,Joël Vermin,8477326,Joel Vermin
13,Genève-Servette HC,,,,2020-06-10,Salavat Yulaev Ufa,Genève-Servette HC,https://www.eliteprospects.com/player/4008/linus-omark,Linus Omark,8474059,Linus Omark
14,Genève-Servette HC,,,,2020-02-13,Schwenninger Wild Wings,Genève-Servette HC,https://www.eliteprospects.com/player/32870/jordan-caron,Jordan Caron,8475150,Jordan Caron
15,Genève-Servette HC,,,,2019-07-20,Minnesota Wild,Genève-Servette HC,https://www.eliteprospects.com/player/10352/eric-fehr,Eric Fehr,8470611,Eric Fehr
16,Genève-Servette HC,,,,2018-10-06,Minnesota Wild,Genève-Servette HC,https://www.eliteprospects.com/player/11480/daniel-winnik,Daniel Winnik,8471476,Daniel Winnik
17,Genève-Servette HC,,,,2018-10-01,Dinamo Minsk,Genève-Servette HC,https://www.eliteprospects.com/player/9217/jack-skille,Jack Skille,8471681,Jack Skille
18,Genève-Servette HC,,,,2018-08-15,Chicago Blackhawks,Genève-Servette HC,https://www.eliteprospects.com/player/16499/lance-bouma,Lance Bouma,8474642,Lance Bouma
19,Genève-Servette HC,,,,2018-08-15,Boston Bruins,Genève-Servette HC,https://www.eliteprospects.com/player/19230/tommy-wingels,Tommy Wingels,8474739,Tommy Wingels
20,Genève-Servette HC,,,,2018-02-23,KooKoo,Genève-Servette HC,https://www.eliteprospects.com/player/16456/michael-keranen,Michael Keränen,8477923,Michael Keranen
21,Genève-Servette HC,,,,2017-10-14,CSKA Moskva,Genève-Servette HC,https://www.eliteprospects.com/player/14394/stephane-da-costa,Stéphane Da Costa,8476205,Stephane Da Costa
22,Genève-Servette HC,,,,2017-07-14,Syracuse Crunch,Genève-Servette HC,https://www.eliteprospects.com/player/41755/tanner-richard,Tanner Richard,8476911,Tanner Richard
23,Genève-Servette HC,,,,2017-02-01,Medvescak Zagreb,Genève-Servette HC,https://www.eliteprospects.com/player/12299/goran-bezina,Goran Bezina,8468107,Goran Bezina
24,Genève-Servette HC,,,,2016-10-14,New York Rangers,Genève-Servette HC,https://www.eliteprospects.com/player/9216/nathan-gerbe,Nathan Gerbe,8471804,Nathan Gerbe
25,Genève-Servette HC,,,,2016-08-10,San Jose Sharks,Genève-Servette HC,https://www.eliteprospects.com/player/12462/nick-spaling,Nick Spaling,8474096,Nick Spaling
26,Genève-Servette HC,,,,2016-07-29,Anaheim Ducks,Genève-Servette HC,https://www.eliteprospects.com/player/11417/mike-santorelli,Mike Santorelli,8471390,Mike Santorelli
27,Genève-Servette HC,,,,2015-09-29,Winnipeg Jets,Genève-Servette HC,https://www.eliteprospects.com/player/8562/jim-slater,Jim Slater,8470289,Jim Slater
28,Genève-Servette HC,,,,2014-12-01,Iowa Wild,Genève-Servette HC,https://www.eliteprospects.com/player/11683/cody-almond,Cody Almond,8474042,Cody Almond
29,Genève-Servette HC,,,,2014-10-13,New York Rangers,Genève-Servette HC,https://www.eliteprospects.com/player/8999/matthew-lombardi,Matthew Lombardi,8468695,Matthew Lombardi
30,Genève-Servette HC,,,,2014-08-04,Tampa Bay Lightning,Genève-Servette HC,https://www.eliteprospects.com/player/9199/tom-pyatt,Tom Pyatt,8471768,Tom Pyatt
31,Genève-Servette HC,,,,2014-07-24,Pittsburgh Penguins,Genève-Servette HC,https://www.eliteprospects.com/player/5372/taylor-pyatt,Taylor Pyatt,8467881,Taylor Pyatt
32,Genève-Servette HC,,,,2014-07-18,Buffalo Sabres,Genève-Servette HC,https://www.eliteprospects.com/player/11721/matt-d-agostini,Matt D'Agostini,8471851,Matt D'Agostini
33,Genève-Servette HC,,,,2014-07-15,Toronto Maple Leafs,Genève-Servette HC,https://www.eliteprospects.com/player/8866/paul-ranger,Paul Ranger,8470085,Paul Ranger
34,Genève-Servette HC,,,,2013-12-23,Färjestad BK,Genève-Servette HC,https://www.eliteprospects.com/player/10625/garrett-stafford,Garrett Stafford,8471011,Garrett Stafford
35,Genève-Servette HC,,,,2013-11-29,No team,Genève-Servette HC,https://www.eliteprospects.com/player/9519/ian-white,Ian White,8470273,Ian White
36,Genève-Servette HC,,,,2013-09-19,Boston Bruins,Genève-Servette HC,https://www.eliteprospects.com/player/11335/kaspars-daugavins,Kaspars Daugavins,8473484,Kaspars Daugavins
37,Genève-Servette HC,,,,2013-08-29,Anaheim Ducks,Genève-Servette HC,https://www.eliteprospects.com/player/8999/matthew-lombardi,Matthew Lombardi,8468695,Matthew Lombardi
38,Genève-Servette HC,,,,2013-08-14,Edmonton Oilers,Genève-Servette HC,https://www.eliteprospects.com/player/4279/lennart-petrell,Lennart Petrell,8471402,Lennart Petrell
39,Genève-Servette HC,,,,2013-02-12,No team,Genève-Servette HC,https://www.eliteprospects.com/player/5519/pavel-kubina,Pavel Kubina,8465210,Pavel Kubina
40,Genève-Servette HC,,,,2013-01-15,Dinamo Riga,Genève-Servette HC,https://www.eliteprospects.com/player/11891/mathieu-carle,Mathieu Carle,8473438,Mathieu Carle
41,Genève-Servette HC,,,,2012-09-19,San Jose Sharks,Genève-Servette HC,https://www.eliteprospects.com/player/11109/logan-couture,Logan Couture,8474053,Logan Couture
42,Genève-Servette HC,,,,2012-09-18,Montréal Canadiens,Genève-Servette HC,https://www.eliteprospects.com/player/10615/yannick-weber,Yannick Weber,8474134,Yannick Weber
43,Genève-Servette HC,,,,2012-07-30,Norfolk Admirals,Genève-Servette HC,https://www.eliteprospects.com/player/6670/alexandre-picard,Alexandre Picard,8471221,Alexandre Picard (born Oct 1985)
44,Genève-Servette HC,,,,2012-07-10,Oklahoma City Barons,Genève-Servette HC,https://www.eliteprospects.com/player/11763/ryan-keller,Ryan Keller,8471972,Ryan Keller
45,Genève-Servette HC,,,,2012-06-20,Houston Aeros,Genève-Servette HC,https://www.eliteprospects.com/player/11683/cody-almond,Cody Almond,8474042,Cody Almond
46,Genève-Servette HC,,,,2011-09-28,Rytíři Kladno,Genève-Servette HC,https://www.eliteprospects.com/player/5868/miloslav-horava,Miloslav Horava,8447959,Miloslav Horava
47,Genève-Servette HC,,,,2011-08-01,EHC Biel-Bienne,Genève-Servette HC,https://www.eliteprospects.com/player/8755/rico-fata,Rico Fata,8467333,Rico Fata
48,Genève-Servette HC,,,,2010-10-03,Syracuse Crunch,Genève-Servette HC,https://www.eliteprospects.com/player/9434/dan-fritsche,Dan Fritsche,8470639,Dan Fritsche
49,Genève-Servette HC,,,,2010-09-09,New York Islanders,Genève-Servette HC,https://www.eliteprospects.com/player/5214/richard-park,Richard Park,8460541,Richard Park
50,Genève-Servette HC,,,,2010-09-03,Springfield Falcons,Genève-Servette HC,https://www.eliteprospects.com/player/9428/bryan-lerg,Bryan Lerg,8474516,Bryan Lerg
51,Genève-Servette HC,,,,2010-07-27,Carolina Hurricanes,Genève-Servette HC,https://www.eliteprospects.com/player/8917/brian-pothier,Brian Pothier,8468427,Brian Pothier
52,Genève-Servette HC,,,,2009-07-30,Dallas Stars,Genève-Servette HC,https://www.eliteprospects.com/player/8595/tobias-stephan,Tobias Stephan,8470266,Tobias Stephan
53,Genève-Servette HC,,,,2009-07-20,SCL Tigers,Genève-Servette HC,https://www.eliteprospects.com/player/10652/jeff-toms,Jeff Toms,8459146,Jeff Toms
54,Brampton Beast,,,,2019-02-15,No team,Brampton Beast,https://www.eliteprospects.com/player/9110/sebastien-caron,Sébastien Caron,8467959,Sebastien Caron
55,Brampton Beast,,,,2018-10-05,Ontario Reign,Brampton Beast,https://www.eliteprospects.com/player/45270/jonathan-racine,Jonathan Racine,8476411,Jonathan Racine
56,Brampton Beast,,,,2018-08-16,Fischtown Pinguins,Brampton Beast,https://www.eliteprospects.com/player/11039/kris-newbury,Kris Newbury,8470232,Kris Newbury
57,Brampton Beast,,,,2018-01-07,Hamilton Steelhawks,Brampton Beast,https://www.eliteprospects.com/player/13407/david-ling,David Ling,8459602,David Ling
58,Brampton Beast,,,,2017-12-27,Wichita Thunder,Brampton Beast,https://www.eliteprospects.com/player/30036/jamie-doornbosch,Jamie Doornbosch,8475990,Jamie Doornbosch
59,Brampton Beast,,,,2017-11-11,Rapid City Rush,Brampton Beast,https://www.eliteprospects.com/player/11549/alex-foster,Alex Foster,8472334,Alex Foster
60,Brampton Beast,,,,2016-12-29,Stoney Creek Generals,Brampton Beast,https://www.eliteprospects.com/player/13407/david-ling,David Ling,8459602,David Ling
61,Brampton Beast,,,,2016-09-27,Tampa Bay Lightning,Brampton Beast,https://www.eliteprospects.com/player/45404/david-broll,David Broll,8476304,David Broll
62,Brampton Beast,,,,2016-02-10,Nottingham Panthers,Brampton Beast,https://www.eliteprospects.com/player/13407/david-ling,David Ling,8459602,David Ling
63,Brampton Beast,,,,2015-10-28,No team,Brampton Beast,https://www.eliteprospects.com/player/11585/mike-vernace,Mike Vernace,8471413,Mike Vernace
64,Brampton Beast,,,,2015-02-27,Univ. of Toronto,Brampton Beast,https://www.eliteprospects.com/player/32735/jeff-brown,Jeff Brown,8445700,Jeff Brown
65,Brampton Beast,,,,2014-12-29,No team,Brampton Beast,https://www.eliteprospects.com/player/13407/david-ling,David Ling,8459602,David Ling
66,Brampton Beast,,,,2014-09-05,Nottingham Panthers,Brampton Beast,https://www.eliteprospects.com/player/11264/phil-oreskovic,Phil Oreskovic,8471746,Phil Oreskovic
67,Brampton Beast,,,,2013-08-30,Hamburg Freezers,Brampton Beast,https://www.eliteprospects.com/player/13510/rob-collins,Rob Collins,8469994,Rob Collins
68,Port Huron Icehawks,,,,2009-11-06,Toledo Walleye,Port Huron Icehawks,https://www.eliteprospects.com/player/33848/steve-oleksy,Steve Oleksy,8476162,Steve Oleksy
69,Toronto Titans U18 AAA,,,,,,,,,,
70,Clemensnäs HC,,,,2016-10-09,SK Lejon,Clemensnäs HC,https://www.eliteprospects.com/player/17831/linus-karlsson,Linus Karlsson,8481024,Linus Karlsson
71,Niagara University,,,,2015-07-07,Buffalo Jr. Sabres,Niagara University,https://www.eliteprospects.com/player/149400/nick-smith,Nick Smith,8466206,Nick Smith
72,Halton Hurricanes U16 AAA,,,,,,,,,,
73,San Francisco Bulls,,,,2012-12-31,Minnesota Wild,San Francisco Bulls,https://www.eliteprospects.com/player/11438/torrey-mitchell,Torrey Mitchell,8471338,Torrey Mitchell
74,San Francisco Bulls,,,,2012-11-06,San Jose Sharks,San Francisco Bulls,https://www.eliteprospects.com/player/9116/ryane-clowe,Ryane Clowe,8469622,Ryane Clowe
75,San Francisco Bulls,,,,2012-11-05,Edmonton Oilers,San Francisco Bulls,https://www.eliteprospects.com/player/11266/theo-peckham,Theo Peckham,8473525,Theo Peckham
76,Ottawa Jr. 67s U16 AAA,,,,,,,,,,
77,No team,,,,2011-08-16,Winnipeg Jets,No team,https://www.eliteprospects.com/player/11027/rick-rypien,Rick Rypien,8471628,Rick Rypien
78,No team,,,,2011-05-14,New York Rangers,No team,https://www.eliteprospects.com/player/9084/derek-boogaard,Derek Boogaard,8469647,Derek Boogaard
79,No team,,,,2011-01-07,Springfield Falcons,No team,https://www.eliteprospects.com/player/10632/tom-cavanagh,Tom Cavanagh,8469629,Tom Cavanagh
80,BK Mladá Boleslav,,,,2022-06-15,Timrå IK,BK Mladá Boleslav,https://www.eliteprospects.com/player/16835/pontus-aberg,Pontus Åberg,8476857,Pontus Aberg
81,BK Mladá Boleslav,,,,2021-05-01,HKM Zvolen,BK Mladá Boleslav,https://www.eliteprospects.com/player/272381/milos-kelemen,Milos Kelemen,8483597,Milos Kelemen
82,BK Mladá Boleslav,,,,2020-05-01,Bílí Tygři Liberec,BK Mladá Boleslav,https://www.eliteprospects.com/player/9224/marek-schwarz,Marek Schwarz,8471230,Marek Schwarz
83,BK Mladá Boleslav,,,,2020-01-30,HC Litvínov,BK Mladá Boleslav,https://www.eliteprospects.com/player/9616/lukas-kaspar,Lukas Kaspar,8471235,Lukas Kaspar
84,BK Mladá Boleslav,,,,2019-01-21,HC Kometa Brno,BK Mladá Boleslav,https://www.eliteprospects.com/player/190526/radim-zohorna,Radim Zohorna,8482241,Radim Zohorna
85,BK Mladá Boleslav,,,,2015-12-10,HC Oceláři Třinec,BK Mladá Boleslav,https://www.eliteprospects.com/player/9609/jakub-klepis,Jakub Klepis,8470134,Jakub Klepis
86,BK Mladá Boleslav,,,,2014-06-26,HC Dukla Jihlava,BK Mladá Boleslav,https://www.eliteprospects.com/player/131342/david-rittich,David Rittich,8479496,David Rittich
87,BK Mladá Boleslav,,,,2014-05-02,Färjestad BK,BK Mladá Boleslav,https://www.eliteprospects.com/player/56035/tomas-hyka,Tomas Hyka,8476617,Tomas Hyka
88,BK Mladá Boleslav,,,,2012-11-01,Phoenix Coyotes,BK Mladá Boleslav,https://www.eliteprospects.com/player/8626/radim-vrbata,Radim Vrbata,8468085,Radim Vrbata
89,BK Mladá Boleslav,,,,2011-05-23,HC Energie Karlovy Vary,BK Mladá Boleslav,https://www.eliteprospects.com/player/9632/jakub-cutta,Jakub Cutta,8468541,Jakub Cutta
90,BK Mladá Boleslav,,,,2011-05-03,HC Sparta Praha,BK Mladá Boleslav,https://www.eliteprospects.com/player/1920/david-vyborny,David Výborný,8459455,David Vyborny
91,BK Mladá Boleslav,,,,2010-11-20,SaiPa,BK Mladá Boleslav,https://www.eliteprospects.com/player/9687/scott-barney,Scott Barney,8466164,Scott Barney
92,BK Mladá Boleslav,,,,2010-09-02,Houston Aeros,BK Mladá Boleslav,https://www.eliteprospects.com/player/11015/duncan-milroy,Duncan Milroy,8469489,Duncan Milroy
93,BK Mladá Boleslav,,,,2010-05-06,HC Kometa Brno,BK Mladá Boleslav,https://www.eliteprospects.com/player/9627/tomas-divisek,Tomas Divisek,8467500,Tomas Divisek
94,BK Mladá Boleslav,,,,2009-01-25,Alaska Aces,BK Mladá Boleslav,https://www.eliteprospects.com/player/9224/marek-schwarz,Marek Schwarz,8471230,Marek Schwarz
95,Sarnia Sting,,,,2018-01-09,Sudbury Wolves,Sarnia Sting,https://www.eliteprospects.com/player/269038/michael-pezzetta,Michael Pezzetta,8479543,Michael Pezzetta
96,Sarnia Sting,,,,2018-01-07,North Bay Battalion,Sarnia Sting,https://www.eliteprospects.com/player/268444/cam-dineen,Cam Dineen,8479341,Cam Dineen
97,Sarnia Sting,,,,2017-01-11,Ottawa 67's,Sarnia Sting,https://www.eliteprospects.com/player/268925/drake-rymsha,Drake Rymsha,8480221,Drake Rymsha
98,Sarnia Sting,,,,2016-08-24,HC Dynamo Pardubice U20,Sarnia Sting,https://www.eliteprospects.com/player/228366/adam-ruzicka,Adam Ruzicka,8480008,Adam Ruzicka
99,Sarnia Sting,,,,2016-01-07,Ottawa 67's,Sarnia Sting,https://www.eliteprospects.com/player/205148/travis-konecny,Travis Konecny,8478439,Travis Konecny
100,Sarnia Sting,,,,2015-09-06,The Hill Academy U16 Prep,Sarnia Sting,https://www.eliteprospects.com/player/269479/kaden-fulcher,Kaden Fulcher,8480363,Kaden Fulcher
101,Sarnia Sting,,,,2015-05-29,Michigan State Univ.,Sarnia Sting,https://www.eliteprospects.com/player/168704/josh-jacobs,Josh Jacobs,8477972,Josh Jacobs
102,Sarnia Sting,,,,2014-08-05,Bílí Tygři Liberec,Sarnia Sting,https://www.eliteprospects.com/player/130786/pavel-zacha,Pavel Zacha,8478401,Pavel Zacha
103,Sarnia Sting,,,,2014-07-08,Mississauga Senators U16 AAA,Sarnia Sting,https://www.eliteprospects.com/player/269034/jordan-kyrou,Jordan Kyrou,8479385,Jordan Kyrou
104,Sarnia Sting,,,,2014-05-22,Toronto Jr. Canadiens U16 AAA,Sarnia Sting,https://www.eliteprospects.com/player/243386/jakob-chychrun,Jakob Chychrun,8479345,Jakob Chychrun
105,Sarnia Sting,,,,2014-01-10,Erie Otters,Sarnia Sting,https://www.eliteprospects.com/player/188193/hayden-hodgson,Hayden Hodgson,8478173,Hayden Hodgson
106,Sarnia Sting,,,,2012-01-05,Kingston Frontenacs,Sarnia Sting,https://www.eliteprospects.com/player/23117/ryan-spooner,Ryan Spooner,8475727,Ryan Spooner
107,Sarnia Sting,,,,2011-07-31,USNTDP Juniors,Sarnia Sting,https://www.eliteprospects.com/player/38620/reid-boucher,Reid Boucher,8476423,Reid Boucher
108,Sarnia Sting,,,,2011-07-27,USNTDP Juniors,Sarnia Sting,https://www.eliteprospects.com/player/45417/connor-murphy,Connor Murphy,8476473,Connor Murphy
109,Sarnia Sting,,,,2011-07-24,Cedar Rapids RoughRiders,Sarnia Sting,https://www.eliteprospects.com/player/89818/tony-deangelo,Tony DeAngelo,8477950,Tony DeAngelo
110,Sarnia Sting,,,,2010-08-01,Reaktor Nizhnekamsk,Sarnia Sting,https://www.eliteprospects.com/player/21228/nail-yakupov,Nail Yakupov,8476855,Nail Yakupov
111,MsHK Zilina U18,,,,,,,,,,
112,EHC Bayreuth,,,,2017-01-24,Shakhter Soligorsk,EHC Bayreuth,https://www.eliteprospects.com/player/13399/nathan-robinson,Nathan Robinson,8470418,Nathan Robinson
113,Dayton Gems,,,,2011-02-08,Evansville Icemen,Dayton Gems,https://www.eliteprospects.com/player/14998/damian-surma,Damian Surma,8468047,Damian Surma
114,Wings HC Arlanda,,,,2018-01-05,No team,Wings HC Arlanda,https://www.eliteprospects.com/player/5213/pavel-brendl,Pavel Brendl,8467877,Pavel Brendl
115,Quad City Flames,,,,,,,,,,
116,SERC Wild Wings,,,,2012-08-10,Färjestad BK,SERC Wild Wings,https://www.eliteprospects.com/player/14086/stefan-meyer,Stefan Meyer,8470648,Stefan Meyer
117,SERC Wild Wings,,,,2012-06-24,Reading Royals,SERC Wild Wings,https://www.eliteprospects.com/player/13618/ray-macias,Ray Macias,8471786,Ray Macias
118,SERC Wild Wings,,,,2011-07-28,Straubing Tigers,SERC Wild Wings,https://www.eliteprospects.com/player/7110/justin-mapletoft,Justin Mapletoft,8468003,Justin Mapletoft
119,SERC Wild Wings,,,,2011-05-31,Grizzly Adams Wolfsburg,SERC Wild Wings,https://www.eliteprospects.com/player/13963/chris-schmidt,Chris Schmidt,8460599,Chris Schmidt
120,HC Pustertal,,,,2023-07-12,Straubing Tigers,HC Pustertal,https://www.eliteprospects.com/player/18628/jason-akeson,Jason Akeson,8475917,Jason Akeson
121,HC Pustertal,,,,2023-04-25,Kölner Haie,HC Pustertal,https://www.eliteprospects.com/player/35624/zach-sill,Zach Sill,8475119,Zach Sill
122,HC Pustertal,,,,2023-04-19,Kölner Haie,HC Pustertal,https://www.eliteprospects.com/player/15398/ryan-stanton,Ryan Stanton,8475598,Ryan Stanton
123,HC Pustertal,,,,2022-11-26,Jukurit,HC Pustertal,https://www.eliteprospects.com/player/2349/johan-harju,Johan Harju,8474085,Johan Harju
124,HC Pustertal,,,,2022-04-27,HC Bolzano,HC Pustertal,https://www.eliteprospects.com/player/41287/daniel-catenacci,Daniel Catenacci,8476401,Daniel Catenacci
125,HC Pustertal,,,,2021-08-02,MoDo Hockey,HC Pustertal,https://www.eliteprospects.com/player/2349/johan-harju,Johan Harju,8474085,Johan Harju
126,HC Pustertal,,,,2021-06-15,Fehérvár AV19,HC Pustertal,https://www.eliteprospects.com/player/11235/michael-caruso,Michael Caruso,8473416,Michael Caruso
127,Evansville IceMen,,,,2015-12-16,Sheffield Steelers,Evansville IceMen,https://www.eliteprospects.com/player/18616/mike-duco,Mike Duco,8471941,Mike Duco
128,Evansville IceMen,,,,2015-10-13,No team,Evansville IceMen,https://www.eliteprospects.com/player/11000/matt-hussey,Matt Hussey,8467564,Matt Hussey
129,Kootenay Ice,,,,2016-06-02,Rocky Mountain Raiders U15 AAA,Kootenay Ice,https://www.eliteprospects.com/player/322178/peyton-krebs,Peyton Krebs,8481522,Peyton Krebs
130,Kootenay Ice,,,,2011-01-09,Swift Current Broncos,Kootenay Ice,https://www.eliteprospects.com/player/23166/cody-eakin,Cody Eakin,8475236,Cody Eakin
131,Valley West Hawks U18 AAA,,,,,,,,,,
132,Alaska Aces,,,,2016-10-13,Grizzlys Wolfsburg,Alaska Aces,https://www.eliteprospects.com/player/9409/tim-wallace,Tim Wallace,8473734,Tim Wallace
133,Alaska Aces,,,,2014-09-24,New York Islanders,Alaska Aces,https://www.eliteprospects.com/player/24335/justin-johnson,Justin Johnson,8476086,Justin Johnson
134,Alaska Aces,,,,2014-02-28,Gwinnett Gladiators,Alaska Aces,https://www.eliteprospects.com/player/68593/alex-belzile,Alex Belzile,8475968,Alex Belzile
135,Alaska Aces,,,,2012-11-06,Montréal Canadiens,Alaska Aces,https://www.eliteprospects.com/player/9050/scott-gomez,Scott Gomez,8467351,Scott Gomez
136,Alaska Aces,,,,2012-10-01,Columbus Blue Jackets,Alaska Aces,https://www.eliteprospects.com/player/11024/brandon-dubinsky,Brandon Dubinsky,8471273,Brandon Dubinsky
137,Alaska Aces,,,,2012-09-28,Tampa Bay Lightning,Alaska Aces,https://www.eliteprospects.com/player/10261/nate-thompson,Nate Thompson,8470775,Nate Thompson
138,Alaska Aces,,,,2012-09-28,Washington Capitals,Alaska Aces,https://www.eliteprospects.com/player/9395/joey-crabb,Joey Crabb,8470156,Joey Crabb
139,Alaska Aces,,,,2010-07-14,Iserlohn Roosters,Alaska Aces,https://www.eliteprospects.com/player/13642/brian-swanson,Brian Swanson,8460603,Brian Swanson
140,Alaska Aces,,,,2009-10-29,Iowa Chops,Alaska Aces,https://www.eliteprospects.com/player/8790/eric-boguniecki,Eric Boguniecki,8459615,Eric Boguniecki
141,Alaska Aces,,,,2009-08-04,Cincinnati Cyclones,Alaska Aces,https://www.eliteprospects.com/player/24335/justin-johnson,Justin Johnson,8476086,Justin Johnson
142,Alaska Aces,,,,2008-07-15,Edinburgh Capitals,Alaska Aces,https://www.eliteprospects.com/player/13622/colin-hemingway,Colin Hemingway,8468094,Colin Hemingway
143,Johnstown Chiefs,,,,2009-10-28,Binghamton Senators,Johnstown Chiefs,https://www.eliteprospects.com/player/14182/jim-mckenzie,Jim McKenzie,8449477,Jim McKenzie (born 1969)
144,Nordsjælland Cobras,,,,2008-06-23,Milano Rossoblu,Nordsjælland Cobras,https://www.eliteprospects.com/player/10634/justin-kurtz,Justin Kurtz,8462111,Justin Kurtz
145,San Antonio Rampage,,,,2019-08-20,New York Rangers,San Antonio Rampage,https://www.eliteprospects.com/player/128376/rob-o-gara,Rob O'Gara,8476303,Rob O'Gara
146,San Antonio Rampage,,,,2019-04-06,Barrie Colts,San Antonio Rampage,https://www.eliteprospects.com/player/399243/tyler-tucker,Tyler Tucker,8481006,Tyler Tucker
147,San Antonio Rampage,,,,2018-07-30,Nashville Predators,San Antonio Rampage,https://www.eliteprospects.com/player/11437/trevor-smith,Trevor Smith,8473942,Trevor Smith
148,San Antonio Rampage,,,,2018-04-11,Guelph Storm,San Antonio Rampage,https://www.eliteprospects.com/player/312825/alexey-toropchenko,Alexey Toropchenko,8480281,Alexey Toropchenko
149,San Antonio Rampage,,,,2018-03-26,IF Björklöven,San Antonio Rampage,https://www.eliteprospects.com/player/147736/adam-werner,Adam Werner,8479530,Adam Werner
150,San Antonio Rampage,,,,2017-08-01,Colorado Avalanche,San Antonio Rampage,https://www.eliteprospects.com/player/24082/brendan-ranford,Brendan Ranford,8475896,Brendan Ranford
151,San Antonio Rampage,,,,2017-03-01,Toronto Marlies,San Antonio Rampage,https://www.eliteprospects.com/player/26388/colin-smith,Colin Smith,8476536,Colin Smith
152,San Antonio Rampage,,,,2016-10-27,Adler Mannheim,San Antonio Rampage,https://www.eliteprospects.com/player/10302/matt-lashoff,Matt Lashoff,8471696,Matt Lashoff
153,San Antonio Rampage,,,,2016-07-19,Buffalo Sabres,San Antonio Rampage,https://www.eliteprospects.com/player/18920/nathan-lieuwen,Nathan Lieuwen,8476319,Nathan Lieuwen
154,San Antonio Rampage,,,,2016-07-19,Stockton Heat,San Antonio Rampage,https://www.eliteprospects.com/player/23801/kent-simpson,Kent Simpson,8475720,Kent Simpson
155,San Antonio Rampage,,,,2015-12-22,No team,San Antonio Rampage,https://www.eliteprospects.com/player/11637/nick-drazenovic,Nick Drazenovic,8471832,Nick Drazenovic
156,San Antonio Rampage,,,,2015-09-22,Idaho Steelheads,San Antonio Rampage,https://www.eliteprospects.com/player/68593/alex-belzile,Alex Belzile,8475968,Alex Belzile
157,San Antonio Rampage,,,,2014-09-30,Florida Panthers,San Antonio Rampage,https://www.eliteprospects.com/player/8955/mark-mancari,Mark Mancari,8471419,Mark Mancari
158,San Antonio Rampage,,,,2013-11-25,No team,San Antonio Rampage,https://www.eliteprospects.com/player/9027/doug-janik,Doug Janik,8467928,Doug Janik
159,San Antonio Rampage,,,,2013-10-17,Ässät,San Antonio Rampage,https://www.eliteprospects.com/player/12463/colby-cohen,Colby Cohen,8474002,Colby Cohen
160,San Antonio Rampage,,,,2013-09-20,Colorado Avalanche,San Antonio Rampage,https://www.eliteprospects.com/player/10220/greg-zanon,Greg Zanon,8468636,Greg Zanon
161,San Antonio Rampage,,,,2013-08-07,Edmonton Oilers,San Antonio Rampage,https://www.eliteprospects.com/player/19051/philippe-cornet,Philippe Cornet,8474691,Philippe Cornet
162,San Antonio Rampage,,,,2013-03-27,Boston Univ.,San Antonio Rampage,https://www.eliteprospects.com/player/38054/wade-megan,Wade Megan,8475263,Wade Megan
163,San Antonio Rampage,,,,2013-02-01,Missouri Mavericks,San Antonio Rampage,https://www.eliteprospects.com/player/8942/jed-ortmeyer,Jed Ortmeyer,8470580,Jed Ortmeyer
